employee_id,record_date,def_amount,roth_amount,loan_amount
E1001,2025-01-12,130,0,0
E1001,2025-01-26,109,0,0
E1001,2025-02-09,114,0,0
E1001,2025-02-23,148,0,0
E1002,2025-01-12,131,0,0
E1002,2025-01-26,138,0,0
E1002,2025-02-09,144,0,0
E1002,2025-02-23,105,0,0
E1003,2025-01-12,145,0,0
E1003,2025-01-26,149,0,0
E1003,2025-02-09,118,0,0
E1003,2025-02-23,108,0,0
E1004,2025-01-12,142,0,0
E1004,2025-01-26,141,0,0
E1004,2025-02-09,121,0,0
E1004,2025-02-23,122,0,0
E1005,2025-01-12,118,0,0
E1005,2025-01-26,134,0,0
E1005,2025-02-09,101,0,0
E1005,2025-02-23,138,0,0
E1006,2025-01-12,136,0,0
E1006,2025-01-26,122,0,0
E1006,2025-02-09,147,0,0
E1006,2025-02-23,124,0,0
E1007,2025-01-12,115,0,0
E1007,2025-01-26,125,0,0
E1007,2025-02-09,139,0,0
E1007,2025-02-23,133,0,0
E1008,2025-01-12,137,0,0
E1008,2025-01-26,123,0,0
E1008,2025-02-09,127,0,0
E1008,2025-02-23,140,0,0
