employee_id,pay_date,payroll_pretax,payroll_roth,payroll_loan,pay_total,deposit_date,rk_pretax,rk_roth,rk_loan,rk_total,days_to_deposit,is_late,missing_deposit
E001,2024-01-15,1800,0,0.0,1800.0,2024-02-19,1800.0,0.0,0.0,1800.0,35.0,True,False
E001,2024-01-15,1800,0,0.0,1800.0,,1800.0,0.0,0.0,1800.0,,False,True
E001,2024-02-15,1800,0,0.0,1800.0,,1800.0,0.0,0.0,1800.0,,False,True
E001,2024-03-15,1800,0,0.0,1800.0,,1800.0,0.0,0.0,1800.0,,False,True
E002,2024-01-15,300,0,0.0,300.0,2024-02-16,300.0,0.0,0.0,300.0,32.0,True,False
E003,2024-01-15,0,0,0.0,0.0,2024-02-18,200.0,0.0,0.0,200.0,34.0,True,False
E003,2024-01-15,0,0,0.0,0.0,2024-03-18,300.0,0.0,0.0,300.0,63.0,True,False
E003,2024-02-15,200,0,0.0,200.0,2024-03-18,300.0,0.0,0.0,300.0,32.0,True,False
E004,2024-01-15,19000,0,0.0,19000.0,2024-02-17,19000.0,0.0,0.0,19000.0,33.0,True,False
E004,2024-01-15,19000,0,0.0,19000.0,2024-03-17,19000.0,0.0,0.0,19000.0,62.0,True,False
E004,2024-02-15,19000,0,0.0,19000.0,2024-03-17,19000.0,0.0,0.0,19000.0,31.0,True,False
E005,2024-01-15,23000,0,0.0,23000.0,2024-02-17,500.0,0.0,0.0,500.0,33.0,True,False
E006,2024-01-15,1650,0,0.0,1650.0,2024-02-16,1650.0,0.0,0.0,1650.0,32.0,True,False
E007,2024-01-15,0,0,0.0,0.0,2024-02-18,0.0,0.0,0.0,0.0,34.0,True,False
E008,2024-01-15,500,500,0.0,1000.0,,1000.0,0.0,0.0,1000.0,,False,True
E008,2024-01-15,500,500,0.0,1000.0,,1000.0,0.0,0.0,1000.0,,False,True
E008,2024-02-15,500,500,0.0,1000.0,,1000.0,0.0,0.0,1000.0,,False,True
E008,2024-02-15,500,500,0.0,1000.0,,1000.0,0.0,0.0,1000.0,,False,True
E009,2024-01-15,24000,0,0.0,24000.0,,24000.0,0.0,0.0,24000.0,,False,True
E009,2024-01-15,24000,0,0.0,24000.0,2024-02-18,24000.0,0.0,0.0,24000.0,34.0,True,False
E009,2024-02-15,24000,0,0.0,24000.0,,24000.0,0.0,0.0,24000.0,,False,True
